Target_Clade	Accession	RefSeq_Status	Coverage	N50	Genome_Size	TaxID	Organism_Name
Lophotrochozoa_Annelida (Clitellata)	GCA_049355025.1	reference genome	100.17	16586161	758802142	320991	Amynthas aspergillum
Ecdysozoa_Nematoda	GCA_981261845.1	reference genome	224	24079000	171758850	1094334	Caenorhabditis portoensis
Ecdysozoa_Nematomorpha	GCA_964276485.1	reference genome	116	5676996	110642940	190579	Paragordius varius
Ecdysozoa_Priapulida	GCF_000485595.1	reference genome	100	10617	511723334	37621	Priapulus caudatus
Ecdysozoa_Onychophora	GCA_028023455.1	reference genome	28	972830	5601407764	2448278	Epiperipatus broadwayi
Ecdysozoa_Tardigrada	GCF_019649055.1	reference genome	107	1033953	170509133	2943436	Paramacrobiotus metropolitanus
Ecdysozoa_Arthropoda (Arachnida)	GCA_978018815.1	reference genome	54	322710697	3929230577	3229105	Aelurillus cypriotus
Ecdysozoa_Arthropoda (Insecta)	GCA_978019135.1	reference genome	47	257295000	7746787422	2034322	Troglophilus ovuliformis
Ecdysozoa_Arthropoda (Myriapoda)	GCA_982266715.1	reference genome	46	63664107	1480853019	41365	Scolopendra cingulata
Ecdysozoa_Arthropoda (Xiphosura)	GCA_011833715.1	reference genome	118	7608042	1668682064	6848	Carcinoscorpius rotundicauda
Ecdysozoa_Arthropoda (Crustacea)	GCA_059053995.1	reference genome	90	11757729	128201494	1820382	Daphnia sinensis
Echinodermata	GCA_029964075.1	reference genome	40	875000	615361208	7594	Patiria pectinifera
Echinodermata	GCF_032118995.1	reference genome	22.68	8054564	491537102	7602	Asterias amurensis
Echinodermata	GCF_902459465.1	reference genome	103	1383654	417601740	7604	Asterias rubens
Echinodermata	GCA_911728455.2	reference genome	49	1872146	520943681	7609	Marthasterias glacialis
Echinodermata	GCA_023634235.1	reference genome	27	3702536	549786689	7611	Pisaster brevispinus
Echinodermata	GCA_010994315.2	reference genome	212.8	7642	401943971	7612	Pisaster ochraceus
Echinodermata	GCA_032158295.1	reference genome	583	2412868	483883685	7614	Pycnopodia helianthoides
Echinodermata	GCA_049308315.2	reference genome	41.78	5359737	540314848	7616	Evasterias troschelii
Echinodermata	GCA_001188425.1	reference genome	50.6	6630	2187261492	7632	Eucidaris tribuloides
Echinodermata	GCA_025617745.1	reference genome	81.8	955812	1064235828	7634	Heliocidaris erythrogramma
Echinodermata	GCA_025618425.1	reference genome	99.4	1137987	897798483	7635	Heliocidaris tuberculata
Echinodermata	GCA_963669155.1	reference genome	36	624507	607877122	7640	Arbacia lixula
Echinodermata	GCA_976925275.1	reference genome	41	259079	1032866170	7648	Echinus esculentus
Echinodermata	GCA_003118195.1	reference genome	100	9641	568911661	7650	Hemicentrotus pulcherrimus
Echinodermata	GCF_037042905.1	reference genome	120	30022000	811721768	7653	Lytechinus pictus
Echinodermata	GCF_018143015.1	reference genome	130	5852084	869582435	7654	Lytechinus variegatus
Echinodermata	GCA_940671915.1	reference genome	80	37479	927475755	7656	Paracentrotus lividus
Echinodermata	GCA_055472035.1	reference genome	30	468613	710046720	7666	Mesocentrotus nudus
Echinodermata	GCA_054410915.1	reference genome	164.47	1459419	704974915	7667	Strongylocentrotus intermedius
Echinodermata	GCF_000002235.5	reference genome	123	2052140	921840143	7668	Strongylocentrotus purpuratus
Echinodermata	GCA_030265145.1	reference genome	105	2522	1044176929	7670	Strongylocentrotus pallidus
Echinodermata	GCA_035222895.1	reference genome	45.9	205453	2467945480	7671	Strongylocentrotus droebachiensis
Echinodermata	GCA_027580055.1	reference genome	110	3334	575466867	7700	Paracaudina chilensis
Echinodermata	GCA_026419785.1	reference genome	63.9	284909	338973358	7710	Sclerodactyla briareus
Echinodermata	GCF_964275005.2	reference genome	40	2178457	912728646	31175	Diadema setosum
Echinodermata	GCA_978021865.1	reference genome	56	10216854	874098947	31178	Echinometra mathaei
Echinodermata	GCA_009936505.3	reference genome	130	5694	1209481808	31192	Holothuria glaberrima
Echinodermata	GCA_047301525.2	reference genome	28.02	2350191	2764329969	35052	Ophiopholis aculeata
Echinodermata	GCA_047678365.2	reference genome	27.05	1603237	2915595457	36326	Cucumaria frondosa
Echinodermata	GCA_965644145.1	reference genome	61	1406822	992269866	39298	Echinocardium cordatum
Echinodermata	GCA_964657215.1	reference genome	40	1661000	991333594	39374	Sphaerechinus granularis
Echinodermata	GCA_027564615.1	reference genome	95	2507	1597988068	42201	Psolus chitonoides
Echinodermata	GCA_032360705.1	reference genome	50	2848	1404964302	42394	Eupentacta quinquesemita
Echinodermata	GCF_015706575.1	reference genome	150	2102889	608344308	46514	Patiria miniata
Echinodermata	GCA_965641785.1	na	110	3192209	419943968	46515	Asterina gibbosa (Pennant, 1777)
Echinodermata	GCA_900067625.1	reference genome	23	218	949333185	46519	Patiriella regularis
Echinodermata	GCA_056903395.1	reference genome	60	1403	2106455756	48271	Amphipholis squamata
Echinodermata	GCA_965119575.1	reference genome	79	900404	1761190681	55617	Ophiocomina nigra
Echinodermata	GCA_963971285.1	reference genome	49	911583	475821439	55651	Astropecten irregularis
Echinodermata	GCA_037783415.2	reference genome	87.81	4344812	629802523	59564	Leptasterias polaris
Echinodermata	GCA_982266855.1	reference genome	63	13798000	488065082	60560	Astropecten polyacanthus
Echinodermata	GCA_037893245.2	reference genome	85.47	1301477	1019337484	60567	Crossaster papposus
Echinodermata	GCA_046129245.2	reference genome	33.66	381012	1076569323	60590	Pseudarchaster parelii
Echinodermata	GCF_963402885.1	reference genome	105	10359000	319614875	72669	Antedon bifida
Echinodermata	GCA_035610815.1	reference genome	35	311019	1592177811	72673	Ophiura ophiura
Echinodermata	GCA_964619385.1	reference genome	41	4092000	627004474	72721	Echinaster sepositus
Echinodermata	GCA_965120465.1	reference genome	38	2604949	3243334633	72727	Ophioderma longicauda
Echinodermata	GCF_039555335.1	reference genome	100	2118894	1570979288	82378	Amphiura filiformis
Echinodermata	GCA_973358045.1	reference genome	27	3198013	1661816349	82558	Acrocnida brachiata
Echinodermata	GCF_040938485.1	reference genome	10	1566639	1754659819	105358	Diadema antillarum
Echinodermata	GCA_029962745.1	reference genome	39	128000	760415207	105361	Echinometra lucunter
Echinodermata	GCF_964355755.1	reference genome	62	15123000	354494601	105859	Antedon mediterranea
Echinodermata	GCA_032273685.1	reference genome	80	4286	271914524	105949	Pteraster tesselatus
Echinodermata	GCA_977071125.1	reference genome	48	5673591	578550905	109184	Linckia guildingi
Echinodermata	GCA_977007085.1	reference genome	78	12517539	594547997	109186	Linckia multifora
Echinodermata	GCF_001949145.1	reference genome	46	49680	383843944	133434	Acanthaster planci
Echinodermata	GCA_032356045.1	reference genome	80	1928	556583726	136944	Mediaster aequalis
Echinodermata	GCA_036244855.1	reference genome	100	12231	791843575	161071	Temnopleurus reevesii
Echinodermata	GCA_964213155.1	reference genome	62	436166	389087614	195879	Asterina phylactica
Echinodermata	GCA_051397855.1	reference genome	56	21574430	897745653	200383	Isostichopus fuscus
Echinodermata	GCA_029531755.1	reference genome	118.67	56107593	1391422550	206669	Holothuria leucospilota
Echinodermata	GCA_046129055.2	reference genome	38.49	399699	919087914	232941	Ctenodiscus crispatus
Echinodermata	GCA_021234535.1	reference genome	514	4484386	719130506	240144	Stichopus chloronotus
Echinodermata	GCA_037179385.1	reference genome	40	4748000	1192182228	269548	Holothuria scabra
Echinodermata	GCA_031471515.1	reference genome	50	2313	774611544	273752	Dendraster excentricus
Echinodermata	GCA_041228555.2	reference genome	86.64	6452813	666283405	290515	Solaster endeca
Echinodermata	GCA_965124015.1	reference genome	336	2855574	533272402	290518	Anseropoda placenta
Echinodermata	GCF_037975245.1	reference genome	147	15848779	671643915	307972	Apostichopus japonicus
Echinodermata	GCA_023653785.1	reference genome	51.3	48378	2684526435	335713	Ophioderma brevispina
Echinodermata	GCA_021014325.1	reference genome	116	3100000	561050340	466999	Plazaster borealis
Echinodermata	GCA_964304565.2	reference genome	90	19932592	1171666099	491806	Holothuria sanctori
Echinodermata	GCA_050613385.1	reference genome	59	12001294	909188839	566282	Holothuria ocellata
Echinodermata	GCA_009801055.1	reference genome	23.5	2830	689114456	566292	Stichopus horrens
Echinodermata	GCA_010015985.2	reference genome	80	1748	948570139	571810	Actinopyga echinites
Echinodermata	GCA_056882625.1	reference genome	71	20201534	833846589	576894	Stichopus monotuberculatus
Echinodermata	GCA_900067635.1	reference genome	21	256	1252116408	576896	Australostichopus mollis
Echinodermata	GCA_964277075.1	reference genome	30	3531845	2293564397	691888	Astrospartus mediterraneus
Echinodermata	GCA_051362135.1	reference genome	83.23	28251829	354710330	707711	Cenometra bella
Echinodermata	GCA_027574765.1	reference genome	105	2240	734575371	861512	Molpadia intermedia
Echinodermata	GCA_035610835.1	na	80	296688	1574763175	861515	Ophiura sarsii
Echinodermata	GCA_046119055.2	reference genome	37.91	810598	2622731601	869193	Gorgonocephalus arcticus
Echinodermata	GCA_025400115.1	reference genome	130	1981	1232190579	869196	Pentamera pediparva
Echinodermata	GCA_037951105.2	reference genome	22.15	120193	1202550093	869203	Echinarachnius parma
Echinodermata	GCA_044090015.1	reference genome	126.56	5039122	708500503	1043166	Heliocidaris crassispina
Echinodermata	GCA_050947865.1	reference genome	40	5179660	1555902818	1072188	Holothuria fuscocinerea
Echinodermata	GCA_981449225.1	reference genome	48	3769000	1775983080	1072197	Holothuria poli
Echinodermata	GCA_037783545.2	na	99.13	2357602	795239806	1106094	Henricia sp. BOLD:AAB3569
Echinodermata	GCA_000969725.1	reference genome	275	6474	2764315159	1266684	Ophiothrix spiculata
Echinodermata	GCA_037893225.2	reference genome	78.91	1385165	944262662	1277726	Hippasteria phrygiana
Echinodermata	GCA_964341645.1	reference genome	36	13203000	364454327	1320720	Leptometra celtica
Echinodermata	GCA_037976565.1	reference genome	200	359447	773163409	1328066	Mesocentrotus franciscanus
Echinodermata	GCA_027574725.1	reference genome	120	313	171204695	1497336	Parastichopus regalis
Echinodermata	GCF_011630105.1	reference genome	100	19051	589628371	1529436	Anneissia japonica
Echinodermata	GCA_047653825.1	reference genome	20.3	82252	775578330	1707561	Parastichopus tremulus
Echinodermata	GCA_011317855.2	reference genome	110	1029	1444872263	1769963	Paelopatides confundens
Echinodermata	GCA_056552365.1	reference genome	22.5	1505878	1546974338	1774088	Eupentacta fraudatrix
Echinodermata	GCA_000934455.1	reference genome	339	9587	873088235	1902835	Apostichopus parvimensis
Echinodermata	GCA_025399915.1	reference genome	110	923	171706426	1902855	Enypniastes eximia
Echinodermata	GCA_965197335.1	reference genome	40	1210738	1125641135	1933096	Gracilechinus acutus
Echinodermata	GCA_058545045.1	reference genome	60	2893	711673219	2032702	Apostichopus californicus
Echinodermata	GCA_010014835.2	reference genome	110	3616	500183690	2497127	Apostichopus leukothele
Echinodermata	GCA_027574785.1	reference genome	100	3030	460520177	2665490	Orphnurgus asper
Echinodermata	GCA_027575025.1	reference genome	100	2906	975746094	2665651	Scotoplanes globosa
Echinodermata	GCA_043643665.1	reference genome	114	2259232	1267624991	2692762	Ophiura sarsii vadicola
Echinodermata	GCA_949987565.1	reference genome	50	755984	471186708	2723838	Luidia sarsii
Echinodermata	GCA_025631205.1	reference genome	130	6777	597070271	2723955	Nesometra sesokonis
Echinodermata	GCA_020152595.1	reference genome	38	1217086	1106931595	2743191	Chiridota heheva
Echinodermata	GCA_051549935.1	reference genome	199.45	13658324	2289615330	2785214	Cercodemas anceps
Echinodermata	GCA_029582265.1	na	50	376173	1001964507	2989510	Zoroaster sp. YZ-2022
Echinodermata	GCA_978019465.1	reference genome	46	12950000	1456918222	3254613	Actinopyga flammea
Echinodermata	GCA_047655345.1	reference genome	104	253940	766548913	3258494	Stichopus fusiformiossa
Echinodermata	GCA_055474125.1	na	56.9	19016247	1136874113	3458274	Glyptometra sp. CNS01629
Hemichordata	GCF_000003605.3	reference genome	na	10076	775049609	10224	Saccoglossus kowalevskii
Hemichordata	GCF_041260155.1	reference genome	60	6516602	1161750505	63121	Ptychodera flava
Hemichordata	GCA_040954625.2	reference genome	51.8	2549480	329678253	509136	Balanoglossus misakiensis
Hemichordata	GCF_964340395.1	reference genome	62	6057000	590492491	1443217	Glandiceps talaboti
